Artritis,Zanahoria,https://www.lavanguardia.com/files/image_948_465/uploads/2019/07/13/5ea9c1db9a2a6.jpeg
Artritis,Calabaza,https://cocina-casera.com/wp-content/uploads/2018/06/calabaza-por-dentro.jpg
Artritis,Mango,https://cdn2.cocinadelirante.com/sites/default/files/styles/gallerie/public/images/2019/05/que-ocurre-cuando-comes-mango-diario.jpg
Artritis,Papaya,https://www.lavanguardia.com/files/og_thumbnail/uploads/2019/07/03/5e997c2f07920.jpeg
Artritis,Melocoton,https://mejorconsalud.com/wp-content/uploads/2015/08/zumo-de-melocot%C3%B3n-500x334.jpg
Artritis,Miel,https://www.elcampesino.co/wp-content/uploads/2019/01/miel-portada.jpg
Artritis,Pescado,https://www.eluniversal.com.mx/sites/default/files/2019/10/03/pescado_embarazo.jpg
Artritis,Nueces,https://www.republica.com/salud-y-tu/wp-content/uploads/sites/22/2016/05/nueces-e1462528166729.jpg
Artritis,Semillas de Lino,https://assets.afcdn.com/story/20190219/1333675_w980h638c1cx1720cy2304cxt0cyt460cxb3456cyb4500.jpg
Artritis,Huevo,https://static3.abc.es/media/bienestar/2019/07/23/huevo-beneficios-1-klYE--1200x630@abc.jpg
Artritis,Albaricoque,https://estaticos.miarevista.es/media/cache/760x570_thumb/uploads/images/article/591ec46f5bafe8aac63c9869/interior-albaricoque.jpg
Artritis,Platano,https://www.thegourmetjournal.com/wp-content/uploads/2018/09/Platano.jpg
Artritis,Manzanas,https://elmedicointeractivo.com/wp-content/uploads/2020/01/manzana.jpg
Artritis,Te Verde,https://as.com/deporteyvida/imagenes/2017/05/17/portada/1495017351_924129_1495017569_noticia_normal.jpg
Artritis,Tomate,https://img.interempresas.net/fotos/1382981.jpeg
Artritis,Espinaca,https://i.blogs.es/5ee30a/istock-522189977/450_1000.jpg
Artritis,Remolacha,https://cadenaser00.epimg.net/programa/imagenes/2017/01/20/beok/1484907205_624015_1484907251_noticia_normal.jpg
Artritis,Naranjas,https://hablemosdealimentos.com/wp-content/uploads/2018/06/la-naranja-0.jpg
Artritis,Aceite de Oliva,https://www.webconsultas.com/sites/default/files/styles/wc_adaptive_image__small/public/temas/beneficios-aceite-oliva_0.jpg
Artritis,Puerro,https://www.tuberculos.org/wp-content/uploads/2018/10/puerro-1200x900.jpg
Asma,Brocoli,https://estaticos.miarevista.es/media/cache/1140x_thumb/uploads/images/article/577247a7a1119be306b5a0da/brocoli-ppal.jpg
Asma,Papaya,https://www.lavanguardia.com/files/og_thumbnail/uploads/2019/07/03/5e997c2f07920.jpeg
Asma,Palta,https://agraria.pe/imgs/a/lx/colombia-proyecta-superar-a-chile-y-peru-como-exportador-de--19929.jpg
Asma,Platano,https://www.thegourmetjournal.com/wp-content/uploads/2018/09/Platano.jpg
Asma,Espinaca,https://i.blogs.es/5ee30a/istock-522189977/450_1000.jpg
Asma,Pimientos rojos,https://ep01.epimg.net/elpais/imagenes/2020/04/07/buenavida/1586255078_399647_1586256166_noticia_normal.jpg
Asma,Manzanas,https://elmedicointeractivo.com/wp-content/uploads/2020/01/manzana.jpg
Asma,Peras,https://soycomocomo.es/media/2015/07/pera-600.gif
Asma,Leche,https://vcm.emol.com/wp-content/uploads/2018/12/Leche.jpg
Asma,Huevos,https://static3.abc.es/media/bienestar/2019/07/23/huevo-beneficios-1-klYE--1200x630@abc.jpg
Asma,Pescado,https://www.eluniversal.com.mx/sites/default/files/2019/10/03/pescado_embarazo.jpg
Asma,Jengibre,https://www.cuerpomente.com/medio/2018/06/05/jengibre-de-poder-antiinflamatorio_9387724c_1200x799.jpg
Asma,Romero,https://static.tuasaude.com/media/article/pz/qk/beneficios-do-cha-de-alecrim_27337_l.jpg
Asma,Arroz integral,https://mejorconsalud.com/wp-content/uploads/2014/07/Arroz-integral-500x312.jpg
Asma,Cebolla,https://www.fmdos.cl/wp-content/uploads/2016/08/cebolla-ok-1024x680.jpg
Asma,Naranjas,https://hablemosdealimentos.com/wp-content/uploads/2018/06/la-naranja-0.jpg
Asma,Ajo,https://www.gadis.es/supermercados/wp-content/uploads/2018/05/beneficios-del-ajo-crudo.jpg
Asma,Menta,https://i.blogs.es/2b186f/menta/1366_2000.jpg
Asma,Avena,https://www.cuerpomente.com/medio/2018/06/05/avena-rica-en-vitaminas-b_0d142f1a_1200x843.jpg
Asma,Germen de Trigo,https://melisalut.es/blog/wp-content/uploads/2018/03/Entrada-AA.-El-Germen-de-trigo-900x506.jpg
